🇨🇳 央视,#genre#
CGTN记录,http://e2.woc.iiiya.cn:8888/udp/239.61.4.133:1025


🇨🇳 卫视,#genre#

北京卫视,http://www.wzxiejian.top:9999/udp/233.50.201.107:5140
浙江卫视,http://www.wzxiejian.top:9999/udp/233.50.201.100:5140
湖南卫视,http://www.wzxiejian.top:9999/udp/233.50.201.103:5140
江苏卫视,http://www.wzxiejian.top:9999/udp/233.50.201.106:5140
安徽卫视,http://www.wzxiejian.top:9999/udp/233.50.201.113:5140
东方卫视,http://www.wzxiejian.top:9999/udp/233.50.201.125:5140
东南卫视,http://www.wzxiejian.top:9999/udp/233.50.201.146:5140
天津卫视,http://www.wzxiejian.top:9999/udp/233.50.201.104:5140
山东卫视,http://www.wzxiejian.top:9999/udp/233.50.201.105:5140
四川卫视,http://www.wzxiejian.top:9999/udp/233.50.201.139:5140
河北卫视,http://www.wzxiejian.top:9999/udp/233.50.201.140:5140
辽宁卫视,http://www.wzxiejian.top:9999/udp/233.50.201.141:5140
重庆卫视,http://www.wzxiejian.top:9999/udp/233.50.201.143:5140
河南卫视,http://www.wzxiejian.top:9999/udp/233.50.201.144:5140
江西卫视,http://www.wzxiejian.top:9999/udp/233.50.201.145:5140
湖北卫视,http://www.wzxiejian.top:9999/udp/233.50.201.114:5140
黑龙江卫视,http://www.wzxiejian.top:9999/udp/233.50.201.115:5140
吉林卫视,http://www.wzxiejian.top:9999/udp/233.50.201.48:5140
深圳卫视,http://www.wzxiejian.top:9999/udp/233.50.201.101:5140
广东卫视,http://www.wzxiejian.top:9999/udp/233.50.201.102:5140

北京卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.107:5140
浙江卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.100:5140
湖南卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.103:5140
江苏卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.106:5140
安徽卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.113:5140
东方卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.125:5140
东南卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.146:5140
天津卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.104:5140
山东卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.105:5140
四川卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.139:5140
河北卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.140:5140
辽宁卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.141:5140
重庆卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.143:5140
河南卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.144:5140
江西卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.145:5140
湖北卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.114:5140
黑龙江卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.115:5140
吉林卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.48:5140
深圳卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.101:5140
广东卫视,http://home8.youyisizhekou.com:8888/udp/233.50.201.102:5140

安徽卫视,http://www.hhkb.site:5002/udp/225.1.1.127:5002
北京卫视,http://www.hhkb.site:5002/udp/225.1.1.113:5002
东方卫视,http://www.hhkb.site:5002/udp/225.1.2.31:5002
广东卫视,http://www.hhkb.site:5002/udp/225.1.1.116:5002
深圳卫视,http://www.hhkb.site:5002/udp/225.1.1.117:5002
河南卫视,http://www.hhkb.site:5002/udp/225.1.2.61:5002
黑龙江卫视,http://www.hhkb.site:5002/udp/225.1.1.115:5002
湖北卫视,http://www.hhkb.site:5002/udp/225.1.1.147:5002
湖南卫视,http://www.hhkb.site:5002/udp/225.1.1.114:5002
吉林卫视,http://www.hhkb.site:5002/udp/225.1.2.26:5002
江苏卫视,http://www.hhkb.site:5002/udp/225.1.1.126:5002
江西卫视,http://www.hhkb.site:5002/udp/225.1.2.29:5002
辽宁卫视,http://www.hhkb.site:5002/udp/225.1.1.154:5002
四川卫视,http://www.hhkb.site:5002/udp/225.1.1.123:5002
浙江卫视,http://www.hhkb.site:5002/udp/225.1.1.112:5002
重庆卫视,http://www.hhkb.site:5002/udp/225.1.1.155:5002
河北卫视,http://www.hhkb.site:5002/udp/225.1.2.27:5002

北京卫视,http://p.noz.cn:8133/udp/239.3.1.241:8000
湖南卫视,http://p.noz.cn:8133/udp/239.3.1.132:8012
东方卫视,http://p.noz.cn:8133/udp/239.3.1.136:8032
浙江卫视,http://p.noz.cn:8133/udp/239.3.1.137:8036
江苏卫视,http://p.noz.cn:8133/udp/239.3.1.135:8028
深圳卫视,http://p.noz.cn:8133/udp/239.3.1.134:8020
广东卫视,http://p.noz.cn:8133/udp/239.3.1.142:8048
安徽卫视,http://p.noz.cn:8133/udp/239.3.1.211:8064
天津卫视,http://p.noz.cn:8133/udp/239.3.1.141:1234
重庆卫视,http://p.noz.cn:8133/udp/239.3.1.122:8160
山东卫视,http://p.noz.cn:8133/udp/239.3.1.209:8052
黑龙江卫视,http://p.noz.cn:8133/udp/239.3.1.133:8016
河北卫视,http://p.noz.cn:8133/udp/239.3.1.148:8072
辽宁卫视,http://p.noz.cn:8133/udp/239.3.1.210:8056
湖北卫视,http://p.noz.cn:8133/udp/239.3.1.138:8044
吉林卫视,http://p.noz.cn:8133/udp/239.3.1.240:8172
东南卫视,http://p.noz.cn:8133/udp/239.3.1.156:8148
江西卫视,http://p.noz.cn:8133/udp/239.3.1.123:8164
四川卫视,http://p.noz.cn:8133/udp/239.3.1.29:8288
河南卫视,http://p.noz.cn:8133/udp/239.3.1.27:8128

北京卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.4:5146
浙江卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.33:5146
湖南卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.5:5146
江苏卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.18:5146
安徽卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.92:5146
东方卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.218:5146
东南卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.104:5146
天津卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.141:5146
山东卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.142:5146
江西卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.219:5146
湖北卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.93:5146
辽宁卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.103:5146
黑龙江卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.6:5146
四川卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.215:5146
河南卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.229:5146
重庆卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.162:5146
河北卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.214:5146
吉林卫视,http://l2tp.yeedah.xyz:8000/udp/239.77.1.111:5146

广东卫视,http://171.108.239.74:8181/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://59.32.97.165:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
广东卫视,http://59.32.97.78:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&down=1
广东卫视,http://119.125.128.225:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://59.32.97.78:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&down=1
广东卫视,http://59.32.97.165:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
广东卫视,http://119.125.128.225:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://61.184.128.243:1111/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
大湾区卫视,http://171.108.239.79:8181/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
大湾区卫视,http://59.32.97.78:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&down=1
大湾区卫视,http://171.108.239.77:8181/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
大湾区卫视,http://119.125.104.140:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&down=1
大湾区卫视,http://59.32.97.78:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&down=1
大湾区卫视,http://171.108.239.74:8181/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://171.108.239.74:8181/tsfile/live/1087_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://59.32.97.78:9901/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&down=1
东南卫视,http://171.108.239.79:8181/tsfile/live/1087_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://119.125.104.140:9901/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&down=1
东南卫视,http://119.125.104.228:9901/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&down=1
东南卫视,http://119.125.128.225:9901/tsfile/live/1075_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://59.32.97.78:9901/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&down=1
东南卫视,http://119.125.128.225:9901/tsfile/live/1075_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://119.125.128.225:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://171.108.239.74:8181/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://119.125.128.225:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://59.32.97.78:9901/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&down=1
东方卫视,http://59.32.97.78:9901/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&down=1
东方卫视,http://218.3.138.25:1111/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://171.108.239.74:8181/tsfile/live/1072_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://119.125.128.225:9901/tsfile/live/1079_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://59.32.97.165:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&down=1
云南卫视,http://171.108.239.79:8181/tsfile/live/1072_1.m3u8?key=txiptv&playlive=0&authid=0
兵团卫视,http://119.125.128.225:9901/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://171.108.239.79:8181/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://59.32.97.165:9901/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&down=1
兵团卫视,http://119.125.128.225:9901/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://171.108.239.74:8181/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://59.32.97.78:9901/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&down=1
兵团卫视,http://119.125.104.109:9901/tsfile/live/1087_1.m3u8?key=txiptv&playlive=1&down=1
兵团卫视,http://59.32.97.78:9901/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&down=1
内蒙古卫视,http://171.108.239.74:8181/tsfile/live/1077_1.m3u8?key=txiptv&playlive=0&authid=0
内蒙古卫视,http://171.108.239.79:8181/tsfile/live/1077_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰卫视,http://59.32.97.78:9901/tsfile/live/1106_1.m3u8?key=txiptv&playlive=1&down=1
凤凰卫视,http://119.125.128.225:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,http://59.32.97.78:9901/tsfile/live/1106_1.m3u8?key=txiptv&playlive=1&down=1
凤凰卫视,http://119.125.128.225:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://59.32.97.78:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&down=1
北京卫视,http://119.125.104.140:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&down=1
北京卫视,http://119.125.104.228:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&down=1
北京卫视,http://119.125.128.225:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://119.125.128.225:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://61.184.128.243:1111/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://171.108.239.74:8181/tsfile/live/1121_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://171.108.239.79:8181/tsfile/live/1121_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://171.108.239.74:8181/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://171.108.239.79:8181/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://171.108.239.74:8181/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://171.108.239.79:8181/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://119.125.104.228:9901/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&down=1
吉林卫视,http://119.125.128.225:9901/tsfile/live/1076_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://59.32.97.78:9901/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&down=1
四川卫视,http://171.108.239.79:8181/tsfile/live/1091_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://171.108.239.74:8181/tsfile/live/1091_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://119.125.104.140:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&down=1
四川卫视,http://119.125.104.228:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&down=1
四川卫视,http://119.125.128.225:9901/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://59.32.97.78:9901/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&down=1
四川卫视,http://119.125.128.225:9901/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://171.108.239.79:8181/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://119.125.104.228:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&down=1
天津卫视,http://119.125.128.225:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://59.32.97.78:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&down=1
天津卫视,http://119.125.128.225:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://171.108.239.74:8181/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://59.32.97.78:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&down=1
宁夏卫视,http://119.125.128.225:9901/tsfile/live/1086_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://171.108.239.79:8181/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://59.32.97.78:9901/tsfile/live/1079_1.m3u8?key=txiptv&playlive=1&down=1
宁夏卫视,http://171.108.239.74:8181/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://119.125.104.109:9901/tsfile/live/1083_1.m3u8?key=txiptv&playlive=1&down=1
宁夏卫视,http://119.125.128.225:9901/tsfile/live/1086_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://59.32.97.78:9901/tsfile/live/1079_1.m3u8?key=txiptv&playlive=1&down=1
宁夏卫视,http://59.32.97.165:9901/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&down=1
安徽卫视,http://59.32.97.78:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&down=1
安徽卫视,http://171.108.239.79:8181/tsfile/live/1089_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://119.125.104.228:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&down=1
安徽卫视,http://119.125.128.225:9901/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://59.32.97.78:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&down=1
安徽卫视,http://119.125.128.225:9901/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://171.108.239.74:8181/tsfile/live/1089_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://171.108.239.79:8181/tsfile/live/1083_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://59.32.97.78:9901/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&down=1
山东卫视,http://171.108.239.74:8181/tsfile/live/1083_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://171.108.239.77:8181/tsfile/live/1083_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://119.125.128.225:9901/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://59.32.97.78:9901/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&down=1
山东卫视,http://119.125.128.225:9901/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://171.108.239.74:8181/tsfile/live/1076_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://171.108.239.79:8181/tsfile/live/1076_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://119.125.128.225:9901/tsfile/live/1081_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://119.125.128.225:9901/tsfile/live/1081_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://171.108.239.74:8181/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://119.125.128.225:9901/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://59.32.97.165:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&down=1
广西卫视,http://171.108.239.79:8181/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://59.32.97.165:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&down=1
新疆卫视,http://171.108.239.79:8181/tsfile/live/1073_1.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://171.108.239.74:8181/tsfile/live/1073_1.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://59.32.97.78:9901/tsfile/live/1076_1.m3u8?key=txiptv&playlive=1&down=1
新疆卫视,http://59.32.97.78:9901/tsfile/live/1076_1.m3u8?key=txiptv&playlive=1&down=1
星空卫视,http://171.108.239.79:8181/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://171.108.239.74:8181/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://59.32.97.78:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&down=1
江苏卫视,http://119.125.104.140:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&down=1
江苏卫视,http://119.125.104.228:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&down=1
江苏卫视,http://59.32.97.78:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&down=1
江苏卫视,http://119.125.128.225:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://61.184.128.243:1111/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://171.108.239.79:8181/tsfile/live/1090_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://171.108.239.74:8181/tsfile/live/1090_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://59.32.97.78:9901/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&down=1
江西卫视,http://119.125.104.140:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&down=1
江西卫视,http://119.125.128.225:9901/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://59.32.97.78:9901/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&down=1
江西卫视,http://119.125.128.225:9901/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://119.125.128.225:9901/tsfile/live/1074_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://171.108.239.79:8181/tsfile/live/1086_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://59.32.97.78:9901/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&down=1
河北卫视,http://119.125.104.140:9901/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&down=1
河北卫视,http://119.125.104.228:9901/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&down=1
河北卫视,http://119.125.128.225:9901/tsfile/live/1074_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://59.32.97.78:9901/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&down=1
河北卫视,http://171.108.239.74:8181/tsfile/live/1086_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://171.108.239.77:8181/tsfile/live/1071_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://171.108.239.79:8181/tsfile/live/1071_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://59.32.97.165:9901/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&down=1
河南卫视,http://119.125.128.225:9901/tsfile/live/1078_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://59.32.97.78:9901/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&down=1
河南卫视,http://59.32.97.78:9901/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&down=1
河南卫视,http://119.125.128.225:9901/tsfile/live/1078_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://171.108.239.74:8181/tsfile/live/1071_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://59.32.97.78:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&down=1
浙江卫视,http://119.125.128.225:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://59.32.97.78:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&down=1
浙江卫视,http://119.125.128.225:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://61.184.128.243:1111/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://218.3.138.25:1111/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://171.108.239.79:8181/tsfile/live/1075_1.m3u8?key=txiptv&playlive=0&authid=0
海南卫视,http://59.32.97.78:9901/tsfile/live/1078_1.m3u8?key=txiptv&playlive=1&down=1
海南卫视,http://171.108.239.74:8181/tsfile/live/1075_1.m3u8?key=txiptv&playlive=0&authid=0
海南卫视,http://61.184.128.243:1111/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://59.32.97.78:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&down=1
深圳卫视,http://119.125.104.109:9901/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&down=1
深圳卫视,http://119.125.104.228:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&down=1
深圳卫视,http://119.125.128.225:9901/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://59.32.97.78:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&down=1
深圳卫视,http://119.125.128.225:9901/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://61.184.128.243:1111/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://171.108.239.79:8181/tsfile/live/1082_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://171.108.239.74:8181/tsfile/live/1082_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://119.125.104.109:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&down=1
湖北卫视,http://119.125.128.225:9901/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://59.32.97.78:9901/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&down=1
湖北卫视,http://119.125.128.225:9901/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://119.125.128.225:9901/tsfile/live/1053_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://59.32.97.78:9901/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&down=1
湖南卫视,http://171.108.239.79:8181/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://59.32.97.78:9901/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&down=1
湖南卫视,http://61.184.128.243:1111/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://171.108.239.74:8181/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
澳亚卫视,http://59.32.97.78:9901/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&down=1
澳亚卫视,http://59.32.97.78:9901/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&down=1
甘肃卫视,http://119.125.128.225:9901/tsfile/live/1089_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://59.32.97.165:9901/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&down=1
西藏卫视,http://171.108.239.79:8181/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://119.125.128.225:9901/tsfile/live/1087_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://59.32.97.78:9901/tsfile/live/1075_1.m3u8?key=txiptv&playlive=1&down=1
西藏卫视,http://59.32.97.78:9901/tsfile/live/1075_1.m3u8?key=txiptv&playlive=1&down=1
西藏卫视,http://171.108.239.74:8181/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://119.125.128.225:9901/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://171.108.239.74:8181/tsfile/live/1085_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://171.108.239.79:8181/tsfile/live/1085_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://119.125.104.140:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&down=1
贵州卫视,http://119.125.104.228:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&down=1
贵州卫视,http://119.125.128.225:9901/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://61.184.128.243:1111/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://171.108.239.79:8181/tsfile/live/1088_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://59.32.97.78:9901/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&down=1
辽宁卫视,http://171.108.239.74:8181/tsfile/live/1088_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://119.125.104.140:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&down=1
辽宁卫视,http://119.125.104.228:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&down=1
辽宁卫视,http://59.32.97.78:9901/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&down=1
